Product Name,Rating,Date,Author,Body,Link
"adidas Youth Entrada 18 Jersey, White/Black, Medium",2.0,"January 4, 2019",Bel C,Lo mandaron de un tamaño incorrecto lo pedí L y el poloche parece de size small osea no me sirve de tamaño que debo hacer ?,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"January 2, 2020",José Pimentel,My daughter and he soccer team loved these jerseys.  They fit true to size.,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"October 2, 2018",Vásquez Rodríguez,Perfect fit,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"April 3, 2019",SEA0718,👌,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"December 12, 2019",maurice,Perfect shirt.  Price ✔️ Looks ✔️ Fit ✔️,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14
"adidas Youth Entrada 18 Jersey, White/Black, Medium",1.0,"November 7, 2019",Praveen,Ordered a large and it fits like a small. Would never order again.,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14
"adidas Youth Entrada 18 Jersey, White/Black, Medium",1.0,"February 11, 2020",Carlos,What is this Chinese size or what? I order XL and feels like I ordered a S size.,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"October 25, 2019",Greg D Bird,It is a good shirt to print a number and logo to use in any tournament,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"October 25, 2018",Xterra,Perfect,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"December 14, 2019",CESAR S.,Just like the picture with great quality. My sister loves it!,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=14
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"December 30, 2018",Bel C,Muy lindas y el talle perfecto,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15
"adidas Youth Entrada 18 Jersey, White/Black, Medium",3.0,"June 30, 2019",José Pimentel,Looks cheap,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"April 13, 2019",Laura,Great jersey for soccer!,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"January 25, 2020",Florida,Shirt was exactly what I expected.,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"January 11, 2020",JD,Good fit and style,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15
"adidas Youth Entrada 18 Jersey, White/Black, Medium",4.0,"September 22, 2019",Donna E. Schwartz,It fit as expected,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"May 26, 2019",Alexia S. Bolt,Love it,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15
"adidas Youth Entrada 18 Jersey, White/Black, Medium",4.0,"January 5, 2020",S K R,Jersey fits wonderful,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"December 11, 2019",carla hernandez,Nice products,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"December 30, 2019",Amazon Customer,Good buy,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=15
"adidas Youth Entrada 18 Jersey, White/Black, Medium",1.0,"December 30, 2019",Bel C,No fue lo esperado,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"July 12, 2019",José Pimentel,It’s adidas,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16
"adidas Youth Entrada 18 Jersey, White/Black, Medium",4.0,"June 30, 2019",junior paredes,good,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"January 30, 2020",donald dalizu,5,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16
"adidas Youth Entrada 18 Jersey, White/Black, Medium",3.0,"December 1, 2019",Michelle Gesinger,Demasiado chico,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16
"adidas Youth Entrada 18 Jersey, White/Black, Medium",1.0,"June 25, 2018",Sarah Davis,I got this instead!!! umm....my 8 year has been waiting for his shirt all day and I get this?,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16
"adidas Youth Entrada 18 Jersey, White/Black, Medium",1.0,"March 23, 2018",Walter Hernández,It's very very small....!!!,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"July 10, 2019",Debbie Deb,Original,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"September 6, 2018",Kyu Shim,Great quality at a good price.,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16
"adidas Youth Entrada 18 Jersey, White/Black, Medium",1.0,"February 13, 2020",Carvel Anthony Garriques,I would not recommend this shirt. The shirt size is too small. The material quality is also not good.,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=16
"adidas Youth Entrada 18 Jersey, White/Black, Medium",5.0,"January 28, 2020",Bel C,Excellent item,https://amazon.com/adidas-Entrada-Jersey-White-Medium/product-reviews/B071GWPKXY/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=17
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"April 2, 2019",Solomon,"Although a terribly disappointing season, must have jersey for die hard fans!",https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"September 29, 2018",Kamralot,"First off, I’m a Barcelona fan but I bought this for my dad for his birthday since he’s a Real Madrid fan and he loved it. Great quality and it also looks great. I bought a size bigger based on other reviews and it fit perfectly.",https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",3.0,"December 27, 2018",Solomon,"I was expecting the jersey color to be pure white. But it is more like an off white or creme color. Other than that, it looks like the picture.",https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"October 21, 2019",Ligia C.,Great quality,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",4.0,"December 15, 2019",Kamralot,Loved it just get a size bigger than what you usually get,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"July 14, 2019",Eddie,It is classic,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"February 1, 2019",Barcelo,Product is authentic for a really good price,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"May 25, 2019",Jon,I like my w,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"January 23, 2019",Mr. Ignacio,👍🏻,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"June 5, 2019",Oumar Djigo no,Awesome,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"January 27, 2019",Solomon,Great,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"June 27, 2019",Kamralot,Excelente,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"November 8, 2019",Abou,Runs a little big on size,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"April 28, 2019",michael,"Great quality for the price, a recommended steal for any Madrid fan.",https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"August 21, 2019",Joslen,Great Qaulity,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"September 27, 2019",Emmanuel I.,Llego la talla  correcta y muy buena calidad,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"September 12, 2018",Doreen,"Perfect jersey, just as described 👍🏽👍🏽",https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"May 10, 2019",dayron rodriguez vidal,Amazing,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"December 8, 2019",Romer,Just awesome!!!,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"February 10, 2019",sharon,"If you’re a Madrid fan, just get it!",https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"January 12, 2019",Solomon,Good Quality,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",4.0,"February 22, 2019",Kamralot,Me encanto,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",4.0,"February 5, 2019",Hassan Alwheeb,Perfecta,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
"adidas World Cup Soccer Real Madrid Soccer Real Madrid Home Jersey, Medium, Core White",5.0,"June 9, 2019",Edder Jose Alvarenga Barraza,Great quality and durable,https://amazon.com/adidas-Soccer-Madrid-Jersey-Medium/product-reviews/B078H8696L/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",3.0,"March 1, 2019",ThunderMug,This is an excellent looking cleat; but very narrow.  Went a half-size up from normal length hoping it would help (the half-size was true to fit (had 1/2 inch in front of toe)... but the narrowness was definitely too tight which didn't work for me).  Returned it and trying out the Copa 19.4 hoping for a better width fit.,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"May 3, 2019",SheehyCFC,"Purchased for 14yr old daughter. Matched her goalkeeper jersey/gloves color-wise. She wears a womens 10-11, 5’9” tall and her Dad has big feet...16. Sorry sweetheart, genetics. High quality, stitching flawless. She reports comfort is great and they look super cool which is most important to her...",https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",3.0,"June 25, 2019",SheehyCFC,"The size is smaller. In my case, I've always bought Adidas soccer shoes and it's the first time that the size is samller. I'm a little bit disapointed because I needed them immediately and had to return them.",https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"September 12, 2019",ThunderMug,Fit well. In great shape after 10+ practices and 4 games. The pictures are taken after all that use. They are also good looking cleats!,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",4.0,"June 10, 2019",Jose Suarez,"Overall good shoes for the money but definitely run small, I had to go up a whole size. Grip on grass seems good, but haven’t tried them on turf yet. Would buy them again.",https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"September 3, 2019",MJ,Fits 10 year old boy... He stated a little tight on pinky toe but will soak cleat for 15min. to get it to mold to foot. Made one practice with them with out break in and had no complaints or blisters. Will still soak to get better fitting....,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",3.0,"July 1, 2019",Hugo,Ran small.,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"September 21, 2019",Jason S.,"Initially the size I got was a tad larger, but returned it and got the perfect size. Very pleased with the shoe. Works like a charm on grass. You'll be hard pressed to slip with these. Definitely recommend",https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",3.0,"April 6, 2019",Michele Cirrincione,"Good looking shoes but too narrow, returned twice and adjusted to one size up hoping to get a good fit. Not sure if to go ANOTHER size up or find a different brand.",https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"April 29, 2019",RrP,My son loves his new cleats. They fit perfectly & are very comfortable.They were a great deal & came fast!,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=1
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"August 10, 2019",ThunderMug,"Soccer practice , easy to wear , light weight , not too narrow, not hurting my boy,s toes",https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",3.0,"December 19, 2019",SheehyCFC,Producto regular de poca calidad pero funciona.,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",3.0,"July 4, 2019",Mogge,These cleats fit little smaller than normal size and are narrow.,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"December 24, 2019",Richard Castañeda,Buen producto,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"September 2, 2019",Timothy & Jennifer Amo,I’m using it for soccer and it’s comfortable and I like it.,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",4.0,"January 20, 2020",Erik Godinez,Good product,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",4.0,"October 4, 2019",chris,"love these cleats, took me a couple of times to finally find the correct size...  I am a womens 9.5 but mens shoes i should be 7.5ordered and 8 and it was way to smallfinally getting a 10  and they fit. Are you sure these are mens  ?",https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",3.0,"March 1, 2020",Ian F Dorival,If you have wide feet or if you know that narrower shoe styles don’t generally fit well these shoes are not for you.,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"November 15, 2019",Ivana Lukic,Muy lindo y cómodos,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"December 30, 2019",Lavy,These shoes fit my daughter perfectly. I was worried because her feet are a little wide but they fit perfectly and the material has withstood a whole season of soccer and she'll be using them again next year.,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"November 13, 2019",ThunderMug,Fits as expected. Has lasted through one season of soccer and still has plenty of life left for another season.,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"September 9, 2019",SheehyCFC,good,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
"adidas Men's Predator 19.4 Firm Ground Soccer Shoe, Black/Black/Gold Metallic, 8.5 M US",5.0,"November 2, 2019",John C Turner,Than you,https://amazon.com/adidas-Predator-Ground-Soccer-Metallic/product-reviews/B07KWW74XT/ref=cm_r_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3
